2017-10-09 23:58:02 INFO  LibServer:111 - Output to 127.0.0.1:59618 The Title Does Not Exists! Please add it to the library
@2017-10-10 00:36:38 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59718] Client Socket: [59718 ]

@2017-10-10 00:36:38 INFO  LibClient:33 - 59718 : Connected to portid: 59718
@2017-10-10 00:36:38 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:36:38 INFO  LibServer:102 - Input from 127.0.0.1:59718 Hello
@2017-10-10 00:36:38 INFO  LibServer:119 - Output to 127.0.0.1:59718 Who Are you?Clerk or User?

@2017-10-10 00:36:38 INFO  LibServer:102 - Input from 127.0.0.1:59718 Clerk
@2017-10-10 00:36:38 INFO  LibServer:111 - Output to 127.0.0.1:59718 Please Input The Password:

@2017-10-10 00:36:38 INFO  LibServer:102 - Input from 127.0.0.1:59718 admin
@2017-10-10 00:36:38 INFO  LibServer:111 - Output to 127.0.0.1:59718 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:36:38 INFO  LibServer:102 - Input from 127.0.0.1:59718 Create User
@2017-10-10 00:36:38 INFO  LibServer:111 - Output to 127.0.0.1:59718 Please Input User Info:'username,password'

@2017-10-10 00:36:38 INFO  LibServer:102 - Input from 127.0.0.1:59718 Rob@carleton.ca,Rob
@2017-10-10 00:36:38 INFO  String:48 - Operation:Create New User;User Info:[Rob@carleton.ca,Rob];State:Fail;Reason:The User already existed.
@2017-10-10 00:36:38 INFO  LibServer:111 - Output to 127.0.0.1:59718 The User Already Exists!

@2017-10-10 00:36:50 INFO  LibServer:34 - Binding to port 5050
@2017-10-10 00:36:50 INFO  LibServer:48 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 11
@2017-10-10 00:36:50 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:36:50 INFO  String:25 - Operation:Initialize UserTable;UserTable: [[0,Rob@carleton.ca,Rob], [1,Jenny@carleton.ca,Jenny], [2,Alice@carleton.ca,Alice], [3,John@carleton.ca,John], [4,Gail@carleton.ca,Gail]]
@2017-10-10 00:36:50 INFO  String:28 - Operation:Initialize TitleTable;TitleTable: [[9781442668584,Harry Potter], [9781442616899,Percy Jackson], [9781442667181,Silence of the Lambs], [9781611687910,Lord of the Rings], [9781317594277,Atlas Shrugged]]
@2017-10-10 00:36:50 INFO  String:27 - Operation:Initialize ItemTable;ItemTable: [[0,9781442668584,1], [1,9781442616899,1], [2,9781442667181,1], [3,9781611687910,1]]
@2017-10-10 00:36:50 INFO  String:27 - Operation:Initialize LoanTable;LoanTable: [[4,9781442668584,1,2017-10-10 12:36:50,0]]
@2017-10-10 00:36:50 INFO  String:81 - Operation:Apply OutStanding Fee;Fee Info:[4,0];State:Success
@2017-10-10 00:36:50 INFO  String:91 - Operation:Initialize FeeTable;FeeTable: [[0,5], [4,0]]
@2017-10-10 00:36:50 INFO  LibClient:32 - 59721 : Connected to server: /127.0.0.1
@2017-10-10 00:36:50 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59721] Client Socket: [59721 ]

@2017-10-10 00:36:50 INFO  LibClient:33 - 59721 : Connected to portid: 59721
@2017-10-10 00:36:50 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:36:50 INFO  LibServer:102 - Input from 127.0.0.1:59721 Hello
@2017-10-10 00:36:50 INFO  LibServer:119 - Output to 127.0.0.1:59721 Who Are you?Clerk or User?

@2017-10-10 00:36:50 INFO  LibServer:102 - Input from 127.0.0.1:59721 Clerk
@2017-10-10 00:36:50 INFO  LibServer:111 - Output to 127.0.0.1:59721 Please Input The Password:

@2017-10-10 00:36:50 INFO  LibServer:102 - Input from 127.0.0.1:59721 admin
@2017-10-10 00:36:50 INFO  LibServer:111 - Output to 127.0.0.1:59721 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:36:50 INFO  LibServer:102 - Input from 127.0.0.1:59721 Create User
@2017-10-10 00:36:50 INFO  LibServer:111 - Output to 127.0.0.1:59721 Please Input User Info:'username,password'

@2017-10-10 00:36:50 INFO  LibServer:102 - Input from 127.0.0.1:59721 r@gmail,pass
@2017-10-10 00:36:50 INFO  String:45 - Operation:Create New User;User Info:[r@gmail,pass];State:Success
@2017-10-10 00:36:50 INFO  LibServer:111 - Output to 127.0.0.1:59721 Success!

@2017-10-10 00:36:50 INFO  LibClient:32 - 59722 : Connected to server: /127.0.0.1
@2017-10-10 00:36:50 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59722] Client Socket: [59722 ]

@2017-10-10 00:36:50 INFO  LibClient:33 - 59722 : Connected to portid: 59722
@2017-10-10 00:36:50 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:36:50 INFO  LibServer:102 - Input from 127.0.0.1:59722 Hello
@2017-10-10 00:36:50 INFO  LibServer:119 - Output to 127.0.0.1:59722 Who Are you?Clerk or User?

@2017-10-10 00:36:50 INFO  LibServer:102 - Input from 127.0.0.1:59722 Clerk
@2017-10-10 00:36:50 INFO  LibServer:111 - Output to 127.0.0.1:59722 Please Input The Password:

@2017-10-10 00:36:50 INFO  LibServer:102 - Input from 127.0.0.1:59722 admin
@2017-10-10 00:36:50 INFO  LibServer:111 - Output to 127.0.0.1:59722 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:36:50 INFO  LibServer:102 - Input from 127.0.0.1:59722 Create User
@2017-10-10 00:36:50 INFO  LibServer:111 - Output to 127.0.0.1:59722 Please Input User Info:'username,password'

@2017-10-10 00:36:50 INFO  LibServer:102 - Input from 127.0.0.1:59722 Rob@carleton.ca,Rob
@2017-10-10 00:36:50 INFO  String:48 - Operation:Create New User;User Info:[Rob@carleton.ca,Rob];State:Fail;Reason:The User already existed.
@2017-10-10 00:36:50 INFO  LibServer:111 - Output to 127.0.0.1:59722 The User Already Exists!

@2017-10-10 00:37:08 INFO  LibServer:34 - Binding to port 5050
@2017-10-10 00:37:08 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:37:08 INFO  LibServer:48 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 11
@2017-10-10 00:37:08 INFO  String:25 - Operation:Initialize UserTable;UserTable: [[0,Rob@carleton.ca,Rob], [1,Jenny@carleton.ca,Jenny], [2,Alice@carleton.ca,Alice], [3,John@carleton.ca,John], [4,Gail@carleton.ca,Gail]]
@2017-10-10 00:37:08 INFO  String:28 - Operation:Initialize TitleTable;TitleTable: [[9781442668584,Harry Potter], [9781442616899,Percy Jackson], [9781442667181,Silence of the Lambs], [9781611687910,Lord of the Rings], [9781317594277,Atlas Shrugged]]
@2017-10-10 00:37:08 INFO  String:27 - Operation:Initialize ItemTable;ItemTable: [[0,9781442668584,1], [1,9781442616899,1], [2,9781442667181,1], [3,9781611687910,1]]
@2017-10-10 00:37:08 INFO  String:27 - Operation:Initialize LoanTable;LoanTable: [[4,9781442668584,1,2017-10-10 12:37:08,0]]
@2017-10-10 00:37:08 INFO  String:81 - Operation:Apply OutStanding Fee;Fee Info:[4,0];State:Success
@2017-10-10 00:37:08 INFO  String:91 - Operation:Initialize FeeTable;FeeTable: [[0,5], [4,0]]
@2017-10-10 00:37:08 INFO  LibClient:32 - 59725 : Connected to server: /127.0.0.1
@2017-10-10 00:37:08 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59725] Client Socket: [59725 ]

@2017-10-10 00:37:08 INFO  LibClient:33 - 59725 : Connected to portid: 59725
@2017-10-10 00:37:08 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:37:08 INFO  LibServer:102 - Input from 127.0.0.1:59725 Hello
@2017-10-10 00:37:08 INFO  LibServer:119 - Output to 127.0.0.1:59725 Who Are you?Clerk or User?

@2017-10-10 00:37:08 INFO  LibServer:102 - Input from 127.0.0.1:59725 Clerk
@2017-10-10 00:37:08 INFO  LibServer:111 - Output to 127.0.0.1:59725 Please Input The Password:

@2017-10-10 00:37:08 INFO  LibServer:102 - Input from 127.0.0.1:59725 admin
@2017-10-10 00:37:08 INFO  LibServer:111 - Output to 127.0.0.1:59725 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:37:08 INFO  LibServer:102 - Input from 127.0.0.1:59725 Create Item
@2017-10-10 00:37:08 INFO  LibServer:111 - Output to 127.0.0.1:59725 Please Input Item Info:'ISBN'

@2017-10-10 00:37:08 INFO  LibServer:102 - Input from 127.0.0.1:59725 3731442668584
@2017-10-10 00:37:08 INFO  String:55 - Operation:Create New Item;Item Info:[3731442668584,N/A];State:Fail;Reason:No such ISBN existed.
@2017-10-10 00:37:08 INFO  LibServer:111 - Output to 127.0.0.1:59725 The Title Does Not Exists! Please add it to the library

@2017-10-10 00:37:08 INFO  LibServer:102 - Input from 127.0.0.1:59725 Create Title
@2017-10-10 00:37:08 INFO  LibServer:111 - Output to 127.0.0.1:59725 Your input should in this format:'ISBN,title',ISBN should be a 13-digit number

@2017-10-10 00:37:08 INFO  LibServer:102 - Input from 127.0.0.1:59725 3731442668584,book
@2017-10-10 00:37:08 INFO  String:49 - Operation:Create New Title;Title Info:[3731442668584,book];State:Success
@2017-10-10 00:37:08 INFO  LibServer:111 - Output to 127.0.0.1:59725 Success!

@2017-10-10 00:37:08 INFO  LibServer:102 - Input from 127.0.0.1:59725 Create Item
@2017-10-10 00:37:08 INFO  LibServer:111 - Output to 127.0.0.1:59725 Please Input Item Info:'ISBN'

@2017-10-10 00:37:08 INFO  LibServer:102 - Input from 127.0.0.1:59725 3731442668584
@2017-10-10 00:37:08 INFO  String:49 - Operation:Create New Item;Item Info:[3731442668584,1];State:Success
@2017-10-10 00:37:08 INFO  LibServer:111 - Output to 127.0.0.1:59725 ISBN#: 3731442668584 Book title: book

@2017-10-10 00:37:08 INFO  ServerThread:61 - Class: ServerThread: Exception thrown : Socket closed 

@2017-10-10 00:37:08 INFO  LibClient:32 - 59726 : Connected to server: /127.0.0.1
@2017-10-10 00:37:08 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59726] Client Socket: [59726 ]

@2017-10-10 00:37:08 INFO  LibClient:33 - 59726 : Connected to portid: 59726
@2017-10-10 00:37:08 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:37:08 INFO  LibServer:102 - Input from 127.0.0.1:59726 Hello
@2017-10-10 00:37:08 INFO  LibServer:119 - Output to 127.0.0.1:59726 Who Are you?Clerk or User?

@2017-10-10 00:37:08 INFO  LibServer:102 - Input from 127.0.0.1:59726 Clerk
@2017-10-10 00:37:08 INFO  LibServer:111 - Output to 127.0.0.1:59726 Please Input The Password:

@2017-10-10 00:37:08 INFO  LibServer:102 - Input from 127.0.0.1:59726 admin
@2017-10-10 00:37:08 INFO  LibServer:111 - Output to 127.0.0.1:59726 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:37:08 INFO  LibServer:102 - Input from 127.0.0.1:59726 Create Item
@2017-10-10 00:37:08 INFO  LibServer:111 - Output to 127.0.0.1:59726 Please Input Item Info:'ISBN'

@2017-10-10 00:37:08 INFO  LibServer:102 - Input from 127.0.0.1:59726 9781442668584
@2017-10-10 00:37:08 INFO  String:49 - Operation:Create New Item;Item Info:[9781442668584,2];State:Success
@2017-10-10 00:37:08 INFO  LibServer:111 - Output to 127.0.0.1:59726 ISBN#: 9781442668584 Book title: Harry Potter

@2017-10-10 00:37:08 INFO  ServerThread:61 - Class: ServerThread: Exception thrown : Socket closed 

@2017-10-10 00:37:27 INFO  LibServer:34 - Binding to port 5050
@2017-10-10 00:37:27 INFO  LibServer:48 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 11
@2017-10-10 00:37:27 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:37:27 INFO  String:25 - Operation:Initialize UserTable;UserTable: [[0,Rob@carleton.ca,Rob], [1,Jenny@carleton.ca,Jenny], [2,Alice@carleton.ca,Alice], [3,John@carleton.ca,John], [4,Gail@carleton.ca,Gail]]
@2017-10-10 00:37:27 INFO  String:28 - Operation:Initialize TitleTable;TitleTable: [[9781442668584,Harry Potter], [9781442616899,Percy Jackson], [9781442667181,Silence of the Lambs], [9781611687910,Lord of the Rings], [9781317594277,Atlas Shrugged]]
@2017-10-10 00:37:27 INFO  String:27 - Operation:Initialize ItemTable;ItemTable: [[0,9781442668584,1], [1,9781442616899,1], [2,9781442667181,1], [3,9781611687910,1]]
@2017-10-10 00:37:27 INFO  String:27 - Operation:Initialize LoanTable;LoanTable: [[4,9781442668584,1,2017-10-10 12:37:27,0]]
@2017-10-10 00:37:27 INFO  String:81 - Operation:Apply OutStanding Fee;Fee Info:[4,0];State:Success
@2017-10-10 00:37:27 INFO  String:91 - Operation:Initialize FeeTable;FeeTable: [[0,5], [4,0]]
@2017-10-10 00:37:27 INFO  LibClient:32 - 59730 : Connected to server: /127.0.0.1
@2017-10-10 00:37:27 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59730] Client Socket: [59730 ]

@2017-10-10 00:37:27 INFO  LibClient:33 - 59730 : Connected to portid: 59730
@2017-10-10 00:37:27 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:37:27 INFO  LibServer:102 - Input from 127.0.0.1:59730 Hello
@2017-10-10 00:37:27 INFO  LibServer:119 - Output to 127.0.0.1:59730 Who Are you?Clerk or User?

@2017-10-10 00:37:27 INFO  LibServer:102 - Input from 127.0.0.1:59730 Clerk
@2017-10-10 00:37:27 INFO  LibServer:111 - Output to 127.0.0.1:59730 Please Input The Password:

@2017-10-10 00:37:27 INFO  LibServer:102 - Input from 127.0.0.1:59730 admin
@2017-10-10 00:37:27 INFO  LibServer:111 - Output to 127.0.0.1:59730 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:37:27 INFO  LibServer:102 - Input from 127.0.0.1:59730 Create Item
@2017-10-10 00:37:27 INFO  LibServer:111 - Output to 127.0.0.1:59730 Please Input Item Info:'ISBN'

@2017-10-10 00:37:27 INFO  LibServer:102 - Input from 127.0.0.1:59730 3731442668584
@2017-10-10 00:37:27 INFO  String:55 - Operation:Create New Item;Item Info:[3731442668584,N/A];State:Fail;Reason:No such ISBN existed.
@2017-10-10 00:37:27 INFO  LibServer:111 - Output to 127.0.0.1:59730 The Title Does Not Exists! Please add it to the library

@2017-10-10 00:37:27 INFO  LibServer:102 - Input from 127.0.0.1:59730 Create Title
@2017-10-10 00:37:27 INFO  LibServer:111 - Output to 127.0.0.1:59730 Your input should in this format:'ISBN,title',ISBN should be a 13-digit number

@2017-10-10 00:37:27 INFO  LibServer:102 - Input from 127.0.0.1:59730 3731442668584,book
@2017-10-10 00:37:27 INFO  String:49 - Operation:Create New Title;Title Info:[3731442668584,book];State:Success
@2017-10-10 00:37:27 INFO  LibServer:111 - Output to 127.0.0.1:59730 Success!

@2017-10-10 00:37:27 INFO  LibServer:102 - Input from 127.0.0.1:59730 Create Item
@2017-10-10 00:37:27 INFO  LibServer:111 - Output to 127.0.0.1:59730 Please Input Item Info:'ISBN'

@2017-10-10 00:37:27 INFO  LibServer:102 - Input from 127.0.0.1:59730 3731442668584
@2017-10-10 00:37:27 INFO  String:49 - Operation:Create New Item;Item Info:[3731442668584,1];State:Success
@2017-10-10 00:37:27 INFO  LibServer:111 - Output to 127.0.0.1:59730 ISBN#: 3731442668584 Book title: book

@2017-10-10 00:37:27 INFO  ServerThread:61 - Class: ServerThread: Exception thrown : Socket closed 

@2017-10-10 00:37:27 INFO  LibClient:32 - 59731 : Connected to server: /127.0.0.1
@2017-10-10 00:37:27 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59731] Client Socket: [59731 ]

@2017-10-10 00:37:27 INFO  LibClient:33 - 59731 : Connected to portid: 59731
@2017-10-10 00:37:27 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:37:27 INFO  LibServer:102 - Input from 127.0.0.1:59731 Hello
@2017-10-10 00:37:27 INFO  LibServer:119 - Output to 127.0.0.1:59731 Who Are you?Clerk or User?

@2017-10-10 00:37:27 INFO  LibServer:102 - Input from 127.0.0.1:59731 Clerk
@2017-10-10 00:37:27 INFO  LibServer:111 - Output to 127.0.0.1:59731 Please Input The Password:

@2017-10-10 00:37:27 INFO  LibServer:102 - Input from 127.0.0.1:59731 admin
@2017-10-10 00:37:27 INFO  LibServer:111 - Output to 127.0.0.1:59731 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:37:27 INFO  LibServer:102 - Input from 127.0.0.1:59731 Create Item
@2017-10-10 00:37:27 INFO  LibServer:111 - Output to 127.0.0.1:59731 Please Input Item Info:'ISBN'

@2017-10-10 00:37:27 INFO  LibServer:102 - Input from 127.0.0.1:59731 9781442668584
@2017-10-10 00:37:27 INFO  String:49 - Operation:Create New Item;Item Info:[9781442668584,2];State:Success
@2017-10-10 00:37:27 INFO  LibServer:111 - Output to 127.0.0.1:59731 ISBN#: 9781442668584 Book title: Harry Potter

@2017-10-10 00:37:27 INFO  ServerThread:61 - Class: ServerThread: Exception thrown : Socket closed 

@2017-10-10 00:37:53 INFO  LibServer:34 - Binding to port 5050
@2017-10-10 00:37:53 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:37:53 INFO  LibServer:48 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 11
@2017-10-10 00:37:53 INFO  String:25 - Operation:Initialize UserTable;UserTable: [[0,Rob@carleton.ca,Rob], [1,Jenny@carleton.ca,Jenny], [2,Alice@carleton.ca,Alice], [3,John@carleton.ca,John], [4,Gail@carleton.ca,Gail]]
@2017-10-10 00:37:53 INFO  String:28 - Operation:Initialize TitleTable;TitleTable: [[9781442668584,Harry Potter], [9781442616899,Percy Jackson], [9781442667181,Silence of the Lambs], [9781611687910,Lord of the Rings], [9781317594277,Atlas Shrugged]]
@2017-10-10 00:37:53 INFO  String:27 - Operation:Initialize ItemTable;ItemTable: [[0,9781442668584,1], [1,9781442616899,1], [2,9781442667181,1], [3,9781611687910,1]]
@2017-10-10 00:37:53 INFO  String:27 - Operation:Initialize LoanTable;LoanTable: [[4,9781442668584,1,2017-10-10 12:37:53,0]]
@2017-10-10 00:37:53 INFO  String:81 - Operation:Apply OutStanding Fee;Fee Info:[4,0];State:Success
@2017-10-10 00:37:53 INFO  String:91 - Operation:Initialize FeeTable;FeeTable: [[0,5], [4,0]]
@2017-10-10 00:37:53 INFO  LibClient:32 - 59736 : Connected to server: /127.0.0.1
@2017-10-10 00:37:53 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59736] Client Socket: [59736 ]

@2017-10-10 00:37:53 INFO  LibClient:33 - 59736 : Connected to portid: 59736
@2017-10-10 00:37:53 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:37:53 INFO  LibServer:102 - Input from 127.0.0.1:59736 Hello
@2017-10-10 00:37:53 INFO  LibServer:119 - Output to 127.0.0.1:59736 Who Are you?Clerk or User?

@2017-10-10 00:37:53 INFO  LibServer:102 - Input from 127.0.0.1:59736 Clerk
@2017-10-10 00:37:53 INFO  LibServer:111 - Output to 127.0.0.1:59736 Please Input The Password:

@2017-10-10 00:37:53 INFO  LibServer:102 - Input from 127.0.0.1:59736 admin
@2017-10-10 00:37:53 INFO  LibServer:111 - Output to 127.0.0.1:59736 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:37:53 INFO  LibServer:102 - Input from 127.0.0.1:59736 Create Item
@2017-10-10 00:37:53 INFO  LibServer:111 - Output to 127.0.0.1:59736 Please Input Item Info:'ISBN'

@2017-10-10 00:37:53 INFO  LibServer:102 - Input from 127.0.0.1:59736 3731442668584
@2017-10-10 00:37:53 INFO  String:55 - Operation:Create New Item;Item Info:[3731442668584,N/A];State:Fail;Reason:No such ISBN existed.
@2017-10-10 00:37:53 INFO  LibServer:111 - Output to 127.0.0.1:59736 The Title Does Not Exists! Please add it to the library

@2017-10-10 00:37:53 INFO  LibServer:102 - Input from 127.0.0.1:59736 Create Title
@2017-10-10 00:37:53 INFO  LibServer:111 - Output to 127.0.0.1:59736 Your input should in this format:'ISBN,title',ISBN should be a 13-digit number

@2017-10-10 00:37:53 INFO  LibServer:102 - Input from 127.0.0.1:59736 3731442668584,book
@2017-10-10 00:37:53 INFO  String:49 - Operation:Create New Title;Title Info:[3731442668584,book];State:Success
@2017-10-10 00:37:53 INFO  LibServer:111 - Output to 127.0.0.1:59736 Success!

@2017-10-10 00:37:53 INFO  LibServer:102 - Input from 127.0.0.1:59736 Create Item
@2017-10-10 00:37:53 INFO  LibServer:111 - Output to 127.0.0.1:59736 Please Input Item Info:'ISBN'

@2017-10-10 00:37:53 INFO  LibServer:102 - Input from 127.0.0.1:59736 3731442668584
@2017-10-10 00:37:53 INFO  String:49 - Operation:Create New Item;Item Info:[3731442668584,1];State:Success
@2017-10-10 00:37:53 INFO  LibServer:111 - Output to 127.0.0.1:59736 ISBN#: 3731442668584 Book title: book
